Depth,Distance,TealeX,TealeY,ATOScal
-33.866486,1942.642346,-167850,-193211.5809,509.4931992
-33.275822,1902.119778,-167750,-193211.5809,509.6590698
-32.052498,1866.081459,-167650,-193211.5809,509.8249405
-28.901016,1834.791644,-167550,-193211.5809,510.3016937
-26.173944,1796.288154,-167450,-193211.5809,510.4386843
-27.949257,1759.315652,-167350,-193211.5809,511.6125956
-27.400352,1727.348255,-167250,-193211.5809,511.7135044
-26.634766,1695.945085,-167150,-193211.5809,511.8144132
-25.547735,1622.880128,-167050,-193211.5809,512.2712
-24.202345,1528.457004,-166950,-193211.5809,512.373867
-24.015352,1434.789782,-166850,-193211.5809,512.476534
-19.718359,1342.036744,-166750,-193211.5809,512.579201
-20.567032,1250.401346,-166650,-193211.5809,512.681868
-18.268555,1160.148451,-166550,-193211.5809,512.784535
-14.538828,1071.627423,-166450,-193211.5809,513.1252446
-11.64125,985.305149,-166350,-193211.5809,513.2131093
-13.79582,901.813252,-166250,-193211.5809,513.3009741
-11.480508,822.014626,-166150,-193211.5809,513.3888389
-9.513165,747.093668,-166050,-193211.5809,513.4767036
-8.964415,663.879494,-165950,-193211.5809,513.5645684
-11.502773,573.537671,-165850,-193211.5809,513.6524331
-7.650391,485.651956,-165750,-193211.5809,513.7402979
-8.019179,402.451968,-165650,-193211.5809,513.8281627
-4.281524,307.716382,-165550,-193211.5809,514.1126974
-1,213.055476,-165450,-193211.5809,514.1866092
-1,117.908591,-165350,-193211.5809,514.260521
0,21.784241,-165250,-193211.5809,514.3344328
-33.590508,1948.484454,-168050,-193111.5809,509.059327
-34.058086,1898.550725,-167950,-193111.5809,509.2251977
-33.941956,1852.654879,-167850,-193111.5809,509.3910684
-32.051056,1810.161317,-167750,-193111.5809,509.556939
-31.643984,1772.254033,-167650,-193111.5809,509.7228097
-30.232735,1739.277068,-167550,-193111.5809,510.2067506
-28.962852,1704.821401,-167450,-193111.5809,510.3437412
-27.379766,1665.820051,-167350,-193111.5809,510.4807318
-26.189999,1632.022326,-167250,-193111.5809,511.5797571
-25.601797,1603.757246,-167150,-193111.5809,511.6806659
-24.58543,1554.598329,-167050,-193111.5809,511.7815747
-23.362423,1483.10198,-166950,-193111.5809,512.217533
-22.732929,1401.750964,-166850,-193111.5809,512.3202
-19.383047,1306.654763,-166750,-193111.5809,512.422867
-18.042696,1212.347959,-166650,-193111.5809,512.525534
-17.63879,1119.03015,-166550,-193111.5809,512.628201
-16.868906,1026.970974,-166450,-193111.5809,512.730868
-13.13832,936.541662,-166350,-193111.5809,512.833535
-12.513789,848.263632,-166250,-193111.5809,513.1435753
-9.68332,762.884062,-166150,-193111.5809,513.2314401
-10.106367,681.493211,-166050,-193111.5809,513.3193048
-9.850039,605.701164,-165950,-193111.5809,513.4071696
-9.170586,533.450048,-165850,-193111.5809,513.4950343
-9.466133,440.762591,-165750,-193111.5809,513.5828991
-7.372149,349.97485,-165650,-193111.5809,513.6707639
-5.023164,262.9084,-165550,-193111.5809,513.7586286
-1,185.567468,-165450,-193111.5809,513.8464934
-1,89.314151,-165350,-193111.5809,514.1035661
-36.562969,1978.645269,-168250,-193011.5809,509.3356355
-35.567932,1919.421294,-168150,-193011.5809,508.7913255
-33.874023,1863.684283,-168050,-193011.5809,508.9571962
-34.139416,1811.435176,-167950,-193011.5809,509.1230669
-33.118477,1763.292542,-167850,-193011.5809,509.2889376
-31.830429,1719.101025,-167750,-193011.5809,509.4548082
-30.384531,1679.139273,-167650,-193011.5809,509.6206789
-29.696602,1644.295917,-167550,-193011.5809,509.7865496
-26.343712,1614.367024,-167450,-193011.5809,510.2487981
-25.986601,1573.1247,-167350,-193011.5809,510.3857887
-25.593359,1537.290393,-167250,-193011.5809,510.5227793
-24.720234,1507.249874,-167150,-193011.5809,511.5469185
-23.642773,1483.355188,-167050,-193011.5809,511.6478273
-22.568554,1413.266499,-166950,-193011.5809,511.7487361
-21.239258,1341.692109,-166850,-193011.5809,512.163866
-20.708437,1265.503397,-166750,-193011.5809,512.266533
-19.304493,1181.554747,-166650,-193011.5809,512.3692
-18.300274,1085.593167,-166550,-193011.5809,512.471867
-16.636093,990.430931,-166450,-193011.5809,512.574534
-15.315273,896.322672,-166350,-193011.5809,512.677201
-12.753828,803.638747,-166250,-193011.5809,512.779868
-12.413751,712.934878,-166150,-193011.5809,512.882535
-11.044649,625.073631,-166050,-193011.5809,513.161906
-9.19414,541.440623,-165950,-193011.5809,513.2497708
-7.491914,464.326234,-165850,-193011.5809,513.3376355
-8.625626,395.873602,-165750,-193011.5809,513.4255003
-6.360625,310.291383,-165650,-193011.5809,513.5133651
-3,217.850558,-165550,-193011.5809,513.6012298
-1,126.451938,-165450,-193011.5809,513.6890946
-1,45.913178,-165350,-193011.5809,513.7769593
-37.56086,1965.173824,-168350,-192911.5809,509.1018123
-36.705898,1900.276075,-168250,-192911.5809,509.2113717
-32.407185,1838.529348,-168150,-192911.5809,508.6891947
-34.401367,1780.261544,-168050,-192911.5809,508.8550654
-32.919647,1725.717225,-167950,-192911.5809,509.0209361
-31.580469,1675.112871,-167850,-192911.5809,509.1868068
-30.537109,1629.052686,-167750,-192911.5809,509.3526774
-26.843594,1586.862641,-167650,-192911.5809,509.5185481
-27.753634,1549.946259,-167550,-192911.5809,509.6844188
-27.003555,1518.727682,-167450,-192911.5809,510.153855
-25.655548,1481.379829,-167350,-192911.5809,510.2908456
-25.300898,1443.269424,-167250,-192911.5809,510.4278362
-23.676992,1411.228918,-167150,-192911.5809,510.5648268
-23.202383,1385.679433,-167050,-192911.5809,511.51408
-21.096836,1347.238996,-166950,-192911.5809,511.6149888
-20.25379,1271.95457,-166850,-192911.5809,511.7158976
-19.149649,1200.284944,-166750,-192911.5809,511.8168064
-18.096056,1128.158465,-166650,-192911.5809,512.2128659
-17.145546,1043.1146,-166550,-192911.5809,512.3155329
-16.755703,960.955054,-166450,-192911.5809,512.4181999
-15.409258,865.839696,-166350,-192911.5809,512.5208669
-13.984531,769.492874,-166250,-192911.5809,512.6235339
-11.944843,674.210789,-166150,-192911.5809,512.7262009
-10.548398,580.517951,-166050,-192911.5809,512.8288679
-9.076133,489.328106,-165950,-192911.5809,513.092372
-7.72957,402.34674,-165850,-192911.5809,513.1802367
-6.030976,322.991955,-165750,-192911.5809,513.2681015
-4.704258,254.459793,-165650,-192911.5809,513.3559663
-3,175.862707,-165550,-192911.5809,513.443831
-1,87.123553,-165450,-192911.5809,513.5316958
-36.46711,1961.830578,-168450,-192811.5809,508.8679891
-36.025822,1891.539113,-168350,-192811.5809,508.9775485
-35.481445,1824.02336,-168250,-192811.5809,509.0871079
-33.428242,1759.602859,-168150,-192811.5809,509.1966672
-32.41711,1698.629808,-168050,-192811.5809,508.7529346
-30.794024,1641.488418,-167950,-192811.5809,508.9188053
-28.230312,1588.334245,-167850,-192811.5809,509.084676
-27.25461,1539.710642,-167750,-192811.5809,509.2505466
-27.485977,1495.579281,-167650,-192811.5809,509.4164173
-23.542305,1456.350834,-167550,-192811.5809,509.582288
-18.928085,1423.080502,-167450,-192811.5809,509.7481587
-17.505663,1390.773553,-167350,-192811.5809,510.1959025
-19.8141,1350.107961,-167250,-192811.5809,510.3328931
-22.534609,1315.800873,-167150,-192811.5809,510.4698837
-20.195469,1288.360342,-167050,-192811.5809,510.6068743
-20.09754,1268.232156,-166950,-192811.5809,511.4812415
-18.963047,1206.482136,-166850,-192811.5809,511.5821503
-17.885782,1130.670005,-166750,-192811.5809,511.6830591
-16.898281,1058.88157,-166650,-192811.5809,511.7839679
-16.160976,991.959775,-166550,-192811.5809,512.1591989
-15.593398,905.168902,-166450,-192811.5809,512.2618659
-14.258164,821.387417,-166350,-192811.5809,512.3645329
-13.124336,739.950747,-166250,-192811.5809,512.4671999
-11.898398,648.725084,-166150,-192811.5809,512.5698669
-9.951875,550.7133,-166050,-192811.5809,512.6725339
-8.353398,453.570328,-165950,-192811.5809,512.7752009
-6.325117,358.004115,-165850,-192811.5809,512.8778679
-5.207812,265.721378,-165750,-192811.5809,513.1107027
-1,181.793164,-165650,-192811.5809,513.1985675
-1,113.064866,-165550,-192811.5809,513.2864322
0,39.651401,-165450,-192811.5809,513.374297
-36.165974,1968.667131,-168550,-192711.5809,508.634166
-35.791561,1893.354503,-168450,-192711.5809,508.7437253
-35.31258,1820.420906,-168350,-192711.5809,508.8532847
-34.367268,1750.163786,-168250,-192711.5809,508.9628441
-32.94289,1682.918382,-168150,-192711.5809,509.0724034
-31.044102,1619.06,-168050,-192711.5809,509.1819628
-30.237226,1559.004902,-167950,-192711.5809,508.8166745
-27.364414,1503.198374,-167850,-192711.5809,508.9825452
-27.674532,1451.727042,-167750,-192711.5809,509.1484158
-20.168985,1405.450494,-167650,-192711.5809,509.3142865
-22.876837,1363.664949,-167550,-192711.5809,509.4801572
-18.829805,1328.074719,-167450,-192711.5809,509.6460279
-17.082422,1299.223931,-167350,-192711.5809,509.8118986
-21.793047,1257.996974,-167250,-192711.5809,510.2379499
-19.770079,1221.104753,-167150,-192711.5809,510.3749405
-21.612267,1191.485312,-167050,-192711.5809,510.5119311
-18.69039,1169.691275,-166950,-192711.5809,510.6489217
-18.092695,1146.006046,-166850,-192711.5809,511.448403
-16.830116,1065.901204,-166750,-192711.5809,511.5493118
-15.874726,989.424526,-166650,-192711.5809,511.6502206
-15.198516,917.483739,-166550,-192711.5809,511.7511294
-14.850938,851.228963,-166450,-192711.5809,511.8520382
-13.943203,768.487745,-166350,-192711.5809,512.2081988
-12.313477,682.5833,-166250,-192711.5809,512.3108658
-10.108788,600.610556,-166150,-192711.5809,512.4135328
-9.17582,520.79174,-166050,-192711.5809,512.5161998
-7.66457,437.22063,-165950,-192711.5809,512.6188668
-6.381016,337.457024,-165850,-192711.5809,512.7215338
-5.121367,237.892006,-165750,-192711.5809,512.8242008
-1,138.932351,-165650,-192711.5809,512.9268678
-1,42.115388,-165550,-192711.5809,513.1290334
-36.0909,1985.578336,-168650,-192611.5809,508.4003428
-35.716797,1905.692087,-168550,-192611.5809,508.5099022
-35.57328,1827.786457,-168450,-192611.5809,508.6194615
-34.59,1752.125662,-168350,-192611.5809,508.7290209
-33.26133,1679.013203,-168250,-192611.5809,508.8385803
-32.168633,1608.79655,-168150,-192611.5809,508.9481396
-27.618046,1541.871376,-168050,-192611.5809,509.057699
-27.977345,1478.684667,-167950,-192611.5809,509.1672583
-28.329805,1419.735661,-167850,-192611.5809,508.8804144
-26.351328,1365.398823,-167750,-192611.5809,509.046285
-23.310665,1316.137202,-167650,-192611.5809,509.2121557
-20.933008,1272.087433,-167550,-192611.5809,509.3780264
-19.607304,1233.858501,-167450,-192611.5809,509.5438971
-21.967657,1202.749835,-167350,-192611.5809,509.7097678
-14.004493,1167.185188,-167250,-192611.5809,510.1430068
-15.544609,1127.325018,-167150,-192611.5809,510.2799974
-19.068945,1095.17219,-167050,-192611.5809,510.416988
-19.178438,1071.420812,-166950,-192611.5809,510.5539786
-17.258398,1056.637586,-166850,-192611.5809,511.3146557
-15.443984,1006.914143,-166750,-192611.5809,511.4155645
-14.862266,925.576365,-166650,-192611.5809,511.5164733
-14.423086,848.237659,-166550,-192611.5809,511.6173821
-13.915312,776.094481,-166450,-192611.5809,511.7182909
-13.089219,710.601272,-166350,-192611.5809,511.8191997
-11.720586,633.889649,-166250,-192611.5809,512.1545318
-8.987266,545.126255,-166150,-192611.5809,512.2571988
-7.240078,460.987181,-166050,-192611.5809,512.3598658
-6.437149,380.039431,-165950,-192611.5809,512.4625328
-5.657813,303.824049,-165850,-192611.5809,512.5651998
-2,226.663589,-165750,-192611.5809,512.6678668
-1,145.66068,-165650,-192611.5809,512.7705338
-1,48.267101,-165550,-192611.5809,512.8732008
-34.057816,1928.349913,-168650,-192511.5809,508.276079
-33.67453,1845.988729,-168550,-192511.5809,508.3856384
-34.384102,1765.450478,-168450,-192511.5809,508.4951977
-33.073593,1686.996264,-168350,-192511.5809,508.6047571
-31.424688,1610.930599,-168250,-192511.5809,508.7143165
-30.998125,1537.608012,-168150,-192511.5809,508.8238758
-25.306835,1467.439743,-168050,-192511.5809,508.9334352
-28.163555,1400.899855,-167950,-192511.5809,509.0429945
-25.949181,1338.529568,-167850,-192511.5809,509.1525539
-23.975626,1280.938096,-167750,-192511.5809,508.9441542
-20.290352,1228.421621,-167650,-192511.5809,509.1100249
-21.548124,1181.848301,-167550,-192511.5809,509.2758956
-21.136913,1140.627522,-167450,-192511.5809,509.4417663
-19.449024,1106.901761,-167350,-192511.5809,509.607637
-14.907305,1078.000994,-167250,-192511.5809,509.7735076
-16.144102,1034.710865,-167150,-192511.5809,510.1850543
-17.235546,999.583415,-167050,-192511.5809,510.3220449
-16.686289,973.502663,-166950,-192511.5809,510.4590355
-13.380039,957.208371,-166850,-192511.5809,510.5960261
-14.386719,950.54199,-166750,-192511.5809,511.2818171
-13.911133,868.57488,-166650,-192511.5809,511.3827259
-13.401054,785.644856,-166550,-192511.5809,511.4836347
-12.708477,707.14451,-166450,-192511.5809,511.5845435
-11.132656,634.719525,-166350,-192511.5809,511.6854523
-10.069922,570.326048,-166250,-192511.5809,511.7863611
-7.728633,503.04946,-166150,-192511.5809,511.8872699
-6.330664,410.372156,-166050,-192511.5809,512.2035318
-4.794727,322.105346,-165950,-192511.5809,512.3061988
-2.466211,240.074784,-165850,-192511.5809,512.4088658
-2,163.218068,-165750,-192511.5809,512.5115328
-1,88.516758,-165650,-192511.5809,512.6141998
-1,7.840967,-165550,-192511.5809,512.7168668
-32,2047.679124,-168850,-192411.5809,506.1251039
-32.697266,1960.970281,-168750,-192411.5809,506.2964391
-32.236874,1874.712097,-168650,-192411.5809,507.8182876
-32.882267,1789.884479,-168550,-192411.5809,508.2613746
-31.77879,1706.70075,-168450,-192411.5809,508.3709339
-31.257421,1625.413317,-168350,-192411.5809,508.4804933
-30.726406,1546.321265,-168250,-192411.5809,508.5900527
-29.117657,1469.77905,-168150,-192411.5809,508.699612
-28.190468,1396.206095,-168050,-192411.5809,508.8091714
-26.755587,1326.096701,-167950,-192411.5809,508.9187307
-25.702852,1260.029152,-167850,-192411.5809,509.0282901
-25.405546,1198.671959,-167750,-192411.5809,509.1378495
-21.510859,1142.725785,-167650,-192411.5809,509.0078941
-17.992188,1092.577416,-167550,-192411.5809,509.1737648
-17.985079,1048.644595,-167450,-192411.5809,509.3396355
-17.040392,1011.857624,-167350,-192411.5809,509.5055062
-13.771914,983.898479,-167250,-192411.5809,509.6713768
-13.84586,943.605559,-167150,-192411.5809,509.8372475
-11.100547,904.948552,-167050,-192411.5809,510.2271018
-11.344296,876.054972,-166950,-192411.5809,510.3640924
-14.200234,857.911851,-166850,-192411.5809,510.501083
-13.686172,850.556078,-166750,-192411.5809,510.6380736
-13.217461,816.870965,-166650,-192411.5809,511.2489786
-12.746211,731.415446,-166550,-192411.5809,511.3498874
-11.934922,646.362184,-166450,-192411.5809,511.4507962
-10.146797,566.215144,-166350,-192411.5809,511.551705
-8.479258,493.371166,-166250,-192411.5809,511.6526138
-6.904727,430.647028,-166150,-192411.5809,511.7535226
-5.536758,372.620763,-166050,-192411.5809,511.8544314
-4.173554,282.219736,-165950,-192411.5809,512.1498647
-1,187.068241,-165850,-192411.5809,512.2525317
-1,101.57511,-165750,-192411.5809,512.3551987
0,23.356633,-165650,-192411.5809,512.4578657
-29.690001,1998.813325,-168950,-192311.5809,506.1103559
-31.435156,1955.96008,-168850,-192311.5809,506.0515057
-29.875078,1913.48282,-168750,-192311.5809,506.2228409
-32.237888,1824.981508,-168650,-192311.5809,507.6829564
-31.264805,1737.727972,-168550,-192311.5809,507.8117317
-28.897539,1651.919946,-168450,-192311.5809,508.2466701
-28.272617,1567.794792,-168350,-192311.5809,508.3562295
-29.255781,1485.638419,-168250,-192311.5809,508.4657889
-28.951523,1405.796043,-168150,-192311.5809,508.5753482
-27.522226,1328.684883,-168050,-192311.5809,508.6849076
-26.419298,1254.808559,-167950,-192311.5809,508.7944669
-25.286993,1184.77235,-167850,-192311.5809,508.9040263
-24.244141,1119.297335,-167750,-192311.5809,509.0135857
-18.619337,1059.229685,-167650,-192311.5809,508.9057633
-19.830469,1005.250194,-167550,-192311.5809,509.071634
-17.79039,958.246109,-167450,-192311.5809,509.2375047
-15.804922,917.867199,-167350,-192311.5809,509.4033754
-13.827343,886.950145,-167250,-192311.5809,509.569246
-10.083515,854.491855,-167150,-192311.5809,509.7351167
-9.119297,811.601356,-167050,-192311.5809,510.1321587
-11.286172,779.254254,-166950,-192311.5809,510.2691493
-12.780078,758.80012,-166850,-192311.5809,510.4061399
-12.942226,750.57392,-166750,-192311.5809,510.5431305
-12.844727,750.661714,-166650,-192311.5809,510.6801211
-11.88957,681.06907,-166550,-192311.5809,511.2161401
-9.745859,593.89735,-166450,-192311.5809,511.3170489
-6.800078,508.262043,-166350,-192311.5809,511.4179577
-7.237734,425.612291,-166250,-192311.5809,511.5188665
-5.241992,352.081439,-166150,-192311.5809,511.6197753
-3,291.464115,-166050,-192311.5809,511.7206841
-3,231.204215,-165950,-192311.5809,511.8215929
-1,153.02514,-165850,-192311.5809,512.0961977
-1,62.485867,-165750,-192311.5809,512.1988647
-32.636131,1958.958809,-169050,-192211.5809,505.8772181
-30.479727,1909.985535,-168950,-192211.5809,506.0208478
-32.131016,1865.092456,-168850,-192211.5809,505.9779076
-31.295898,1824.580773,-168750,-192211.5809,506.1492427
-31.902813,1779.485758,-168650,-192211.5809,506.3205779
-30.076954,1689.884779,-168550,-192211.5809,507.6764005
-29.620859,1601.515397,-168450,-192211.5809,507.8051758
-29.114141,1514.593203,-168350,-192211.5809,508.2319657
-28.580898,1429.382234,-168250,-192211.5809,508.3415251
-28.274454,1346.207478,-168150,-192211.5809,508.4510844
-26.68504,1265.470496,-168050,-192211.5809,508.5606438
-25.839218,1187.668547,-167950,-192211.5809,508.6702031
-24.4625,1113.417074,-167850,-192211.5809,508.7797625
-22.725664,1043.474285,-167750,-192211.5809,508.8893219
-19.79121,978.764315,-167650,-192211.5809,508.9988812
-16.918789,920.39154,-167550,-192211.5809,508.9695032
-16.675781,869.041819,-167450,-192211.5809,509.1353739
-13.978086,825.290578,-167350,-192211.5809,509.3012446
-9.681952,790.762229,-167250,-192211.5809,509.4671152
-11.482696,765.652307,-167150,-192211.5809,509.6329859
-10.070469,720.042804,-167050,-192211.5809,509.7988566
-10.190899,683.375497,-166950,-192211.5809,510.1742061
-11.789648,659.956439,-166850,-192211.5809,510.3111967
-12.621211,650.597246,-166750,-192211.5809,510.4481873
-12.029727,655.940754,-166650,-192211.5809,510.5851779
-11.416289,609.630061,-166550,-192211.5809,510.7221685
-10.858398,548.11676,-166450,-192211.5809,511.1833016
-8.56711,457.483297,-166350,-192211.5809,511.2842104
-4,371.685286,-166250,-192211.5809,511.3851192
-5.445078,285.818219,-166150,-192211.5809,511.486028
-1,210.968177,-166050,-192211.5809,511.5869368
-1,153.274849,-165950,-192211.5809,511.6878456
-1,89.802814,-165850,-192211.5809,511.7887544
-1,14.123544,-165750,-192211.5809,511.8896632
-33.548084,1986.932033,-169250,-192111.5809,505.5004507
-31.458242,1928.674293,-169150,-192111.5809,505.6440804
-31.009766,1873.582038,-169050,-192111.5809,505.78771
-28.49922,1822.315774,-168950,-192111.5809,505.9313397
-27.318945,1775.207004,-168850,-192111.5809,506.0749694
-24.36371,1732.594884,-168750,-192111.5809,506.0756446
-30.055157,1694.818621,-168650,-192111.5809,506.2469797
-28.433241,1645.199981,-168550,-192111.5809,506.4183149
-28.930079,1555.912474,-168450,-192111.5809,507.6698446
-27.341484,1466.289408,-168350,-192111.5809,507.7986199
-27.231249,1378.094928,-168250,-192111.5809,508.2172613
-25.498985,1291.621706,-168150,-192111.5809,508.3268206
-26.401836,1207.239676,-168050,-192111.5809,508.43638
-24.000898,1125.419316,-167950,-192111.5809,508.5459393
-22.083946,1046.761501,-167850,-192111.5809,508.6554987
-20.47039,972.03428,-167750,-192111.5809,508.7650581
-18.85379,902.214855,-167650,-192111.5809,508.8746174
-15.696836,838.530051,-167550,-192111.5809,508.9841768
-12.915586,782.327442,-167450,-192111.5809,509.0332431
-14.388086,734.643917,-167350,-192111.5809,509.1991138
-12.82418,695.650232,-167250,-192111.5809,509.3649844
-11.214805,668.985735,-167150,-192111.5809,509.5308551
-8.282461,631.045596,-167050,-192111.5809,509.6967258
-8.892969,588.869212,-166950,-192111.5809,509.8625965
-10,561.522376,-166850,-192111.5809,510.2162536
-11.497774,550.629043,-166750,-192111.5809,510.3532442
-11.423203,556.932527,-166650,-192111.5809,510.4902348
-11.251172,537.242582,-166550,-192111.5809,510.6272254
-9.928203,468.833247,-166450,-192111.5809,510.764216
-8,413.496838,-166350,-192111.5809,511.1504631
-4,325.373434,-166250,-192111.5809,511.2513719
-4,233.937719,-166150,-192111.5809,511.3522807
-1,149.125069,-166050,-192111.5809,511.4531895
-1,70.326357,-165950,-192111.5809,511.5540983
-1,15.961901,-165850,-192111.5809,511.6550071
-26,2037.669941,-169450,-192011.5809,505.1236832
-31.094921,1971.141443,-169350,-192011.5809,505.2673129
-32.520901,1907.537257,-169250,-192011.5809,505.4109426
-32.079609,1847.159491,-169150,-192011.5809,505.5545723
-29.598867,1789.720562,-169050,-192011.5809,505.698202
-28.944141,1735.979498,-168950,-192011.5809,505.8418316
-29.069141,1686.460774,-168850,-192011.5809,505.9854613
-27.303202,1641.546548,-168750,-192011.5809,506.0020464
-26.030975,1601.624236,-168650,-192011.5809,506.1733816
-24.130976,1566.667,-168550,-192011.5809,506.3447167
-24.75375,1505.645144,-168450,-192011.5809,507.5345133
-25.264336,1423.382129,-168350,-192011.5809,507.6632886
-24.346798,1332.350438,-168250,-192011.5809,507.792064
-23.551874,1242.69815,-168150,-192011.5809,508.2025568
-23.842422,1154.746593,-168050,-192011.5809,508.3121162
-22.597071,1068.915663,-167950,-192011.5809,508.4216755
-20.389843,985.759452,-167850,-192011.5809,508.5312349
-19.242538,906.014735,-167750,-192011.5809,508.6407943
-15.923477,830.664615,-167650,-192011.5809,508.7503536
-15.241367,761.015575,-167550,-192011.5809,508.859913
-14.627501,698.774432,-167450,-192011.5809,508.9694723
-12.934024,645.555542,-167350,-192011.5809,509.096983
-9.961016,602.12423,-167250,-192011.5809,509.2628536
-10.373321,571.623962,-167150,-192011.5809,509.4287243
-8.122578,543.661338,-167050,-192011.5809,509.594595
-7.713242,496.519714,-166950,-192011.5809,509.7604657
-9.719179,463.758836,-166850,-192011.5809,510.1213105
-10.466758,450.67495,-166750,-192011.5809,510.2583011
-11.857344,458.35511,-166650,-192011.5809,510.3952917
-11.433907,474.984602,-166550,-192011.5809,510.5322823
-9.625235,395.961354,-166450,-192011.5809,510.6692729
-7.21457,328.573303,-166350,-192011.5809,510.8062635
-2,279.281838,-166250,-192011.5809,511.1176245
-2,200.147993,-166150,-192011.5809,511.2185333
-1,104.66375,-166050,-192011.5809,511.3194421
-1,12.737192,-165950,-192011.5809,511.4203509
-29.357071,1965.425722,-169450,-191911.5809,505.0341752
-29.277344,1896.364434,-169350,-191911.5809,505.1778048
-29.491446,1830.163344,-169250,-191911.5809,505.3214345
-27.329962,1767.143929,-169150,-191911.5809,505.4650642
-28.012072,1707.595885,-169050,-191911.5809,505.6086939
-27.483477,1651.185893,-168950,-191911.5809,505.7523236
-26.18461,1599.043458,-168850,-191911.5809,505.8959532
-23.651093,1551.60082,-168750,-191911.5809,506.0395829
-24.693985,1509.301239,-168650,-191911.5809,506.0997834
-22.795273,1472.58798,-168550,-191911.5809,506.2711186
-23.021875,1429.457275,-168450,-191911.5809,506.4424537
-23.204063,1366.474097,-168350,-191911.5809,507.5279574
-19.50164,1285.04929,-168250,-191911.5809,507.6567327
-20.498829,1200.129472,-168150,-191911.5809,507.785508
-18.540155,1108.806454,-168050,-191911.5809,508.1878524
-16.492188,1019.11371,-167950,-191911.5809,508.2974117
-19.214806,931.522279,-167850,-191911.5809,508.4069711
-15.610391,846.684569,-167750,-191911.5809,508.5165305
-13.863906,765.516663,-167650,-191911.5809,508.6260898
-12.07125,689.316156,-167550,-191911.5809,508.7356492
-10.64,619.917548,-167450,-191911.5809,508.8452085
-12.643047,559.856024,-167350,-191911.5809,508.9547679
-11.545859,511.041724,-167250,-191911.5809,509.1607228
-10.292891,474.740241,-167150,-191911.5809,509.3265935
-8.326015,451.149033,-167050,-191911.5809,509.4924642
-7,407.622025,-166950,-191911.5809,509.6583349
-8.704765,367.201764,-166850,-191911.5809,509.8242056
-9.483242,350.747028,-166750,-191911.5809,510.163358
-11.338633,360.562025,-166650,-191911.5809,510.3003486
-10.077305,396.215182,-166550,-191911.5809,510.4373392
-7.932344,337.292416,-166450,-191911.5809,510.5743298
-7,254.835625,-166350,-191911.5809,510.7113204
-2,190.042671,-166250,-191911.5809,510.848311
-2,150.636188,-166150,-191911.5809,511.084786
-1,63.091623,-166050,-191911.5809,511.1856948
-13.777968,1969.872572,-169550,-191811.5809,504.8010374
-25.758633,1895.70508,-169450,-191811.5809,504.9446671
-27.293203,1824.005907,-169350,-191811.5809,505.0882968
-24.248281,1755.07759,-169250,-191811.5809,505.2319264
-25.628593,1689.259349,-169150,-191811.5809,505.3755561
-15.215547,1626.928685,-169050,-191811.5809,505.5191858
-19.840078,1568.185222,-168950,-191811.5809,505.6628155
-23.100821,1513.185387,-168850,-191811.5809,505.8064452
-22.372189,1462.961087,-168750,-191811.5809,505.9500748
-20.846016,1418.019841,-168650,-191811.5809,506.0261853
-17.465586,1378.87831,-168550,-191811.5809,506.1975204
-19.497421,1344.022326,-168450,-191811.5809,506.3688556
-19.490469,1290.566174,-168350,-191811.5809,506.5401907
-19.055586,1227.529021,-168250,-191811.5809,507.5214015
-18.292421,1145.266781,-168150,-191811.5809,507.6501768
-13.615664,1065.709178,-168050,-191811.5809,507.7789521
-17.666094,977.038798,-167950,-191811.5809,508.1731479
-18.138241,885.294197,-167850,-191811.5809,508.2827073
-16.735468,795.541839,-167750,-191811.5809,508.3922667
-16.111444,708.539215,-167650,-191811.5809,508.501826
-4.415,625.434906,-167550,-191811.5809,508.6113854
-10.537969,548.005314,-167450,-191811.5809,508.7209447
-9.820195,479.010257,-167350,-191811.5809,508.8305041
-9.213672,422.196911,-167250,-191811.5809,508.9400635
-9.190273,379.476797,-167150,-191811.5809,509.2244627
-6.458359,353.346724,-167050,-191811.5809,509.3903334
-6,320.221241,-166950,-191811.5809,509.5562041
-6,273.133693,-166850,-191811.5809,509.7220748
-6.001328,250.876553,-166750,-191811.5809,509.8879454
-9.032774,264.424925,-166650,-191811.5809,510.2054055
-8.585468,311.290921,-166550,-191811.5809,510.3423961
-4,275.464119,-166450,-191811.5809,510.4793867
-4,204.685908,-166350,-191811.5809,510.6163773
-1,114.442114,-166250,-191811.5809,510.7533679
-1,55.855942,-166150,-191811.5809,510.8903585
0,12.825211,-166050,-191811.5809,511.0519475
-26.423515,1977.928703,-169650,-191711.5809,504.5678996
-26.458202,1905.516734,-169550,-191711.5809,504.7115293
-22.952578,1828.796662,-169450,-191711.5809,504.855159
-23.85203,1754.365136,-169350,-191711.5809,504.9987887
-16.607735,1682.586351,-169250,-191711.5809,505.1424184
-16.353476,1613.814311,-169150,-191711.5809,505.286048
-19.97789,1548.449685,-169050,-191711.5809,505.4296777
-15.679296,1486.941905,-168950,-191711.5809,505.5733074
-19.54129,1429.167608,-168850,-191711.5809,505.7169371
-17.669531,1375.879783,-168750,-191711.5809,505.8605668
-15.911797,1327.994844,-168650,-191711.5809,506.0041964
-14.413476,1286.116414,-168550,-191711.5809,506.1239223
-14.384336,1250.801275,-168450,-191711.5809,506.2952574
-15.877149,1206.416683,-168350,-191711.5809,506.4665926
-17.075624,1150.042799,-168250,-191711.5809,507.3860702
